LncRNA	GenBank	GenBank Link	NONCODE ID	NONCODE Link	Phenotype	OMIM ID	OMIM Link	Enviromental Factor (EF)	KEGG Entry	KEGG Link	DrugBank Entry	DrugBank Link	ChEBI Entry	ChEBI Link	Condition of EF	Sample	Species	Evidence	PubMed ID	PumMed Link		
RP11-13P5.2	N/A	N/A	NONHSAT115834.2	http://www.noncode.org/show_rna.php?id=NONHSAT115834&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-156K13.1	N/A	N/A	NONHSAT125294.2	http://www.noncode.org/show_rna.php?id=NONHSAT125294&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	down-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-190D6.2	N/A	N/A	NONHSAT143824.2	http://www.noncode.org/show_rna.php?id=NONHSAT143824&version=2&utd=1#	epithelial ovarian cancer (EOC)	N/A	N/A	5-Aza-2-deoxycytidine (5-Aza-dc)	D03665	http://www.genome.jp/dbget-bin/www_bget?drug:D03665	DB01262	https://www.drugbank.ca/drugs/DB01262	50131	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=50131	5-Aza-dc treatment	HO8910-PM, SKOV3, HEY-A8, and OVCAR3 cell lines	Human	RP11-190D6.2 was restored by 5-aza-2'-deoxycytidine treatment in EOC.	28280357	https://www.ncbi.nlm.nih.gov/pubmed/?term=28280357		
RP11-284N8.3	N/A	N/A	NONHSAT005142.2	http://www.noncode.org/show_rna.php?id=NONHSAT005142&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
RP11-305E17.6	N/A	N/A	NONHSAT004784.2	http://www.noncode.org/show_rna.php?id=NONHSAT004784&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	down-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-325F22.5	N/A	N/A	NONHSAT122579.2	http://www.noncode.org/show_rna.php?id=NONHSAT122579&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-344J7.2	N/A	N/A	NONHSAT112929.2	http://www.noncode.org/show_rna.php?id=NONHSAT112929&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Dexamethasone	D00292	http://www.genome.jp/dbget-bin/www_bget?drug:D00292	DB01234	https://www.drugbank.ca/drugs/DB01234	41879	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41879	Dexamethasone +?FCS treatment	ASM cells	Human	up-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
RP11-344J7.2	N/A	N/A	NONHSAT112929.2	http://www.noncode.org/show_rna.php?id=NONHSAT112929&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Foetal Calf Serum (FCS)	N/A	N/A	N/A	N/A	N/A	N/A	FCS treatment	ASM cells	Human	up-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
RP11-354P17.15-001	N/A	N/A	N/A	N/A	Rejection of Renal Allografts	N/A	N/A	Interleukin-6	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-6 treatment	tubular epithelial cells	Human	up-regulated	26506996	https://www.ncbi.nlm.nih.gov/pubmed/?term=26506996		
RP11-356I2.4	N/A	N/A	NONHSAT115187.2	http://www.noncode.org/show_rna.php?id=NONHSAT115187&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-356I2.4	N/A	N/A	NONHSAT115187.2	http://www.noncode.org/show_rna.php?id=NONHSAT115187&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-362A9.3	N/A	N/A	NONHSAT092754.2	http://www.noncode.org/show_rna.php?id=NONHSAT092754&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	down-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-364P22.2	N/A	N/A	NONHSAT098975.2	http://www.noncode.org/show_rna.php?id=NONHSAT098975&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-364P22.2	N/A	N/A	NONHSAT098975.2	http://www.noncode.org/show_rna.php?id=NONHSAT098975&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-367G18.1	N/A	N/A	N/A	N/A	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-367G18.1	N/A	N/A	N/A	N/A	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-367N14.2	N/A	N/A	NONHSAT099485.2	http://www.noncode.org/show_rna.php?id=NONHSAT099485&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	down-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-37B2.1	N/A	N/A	NONHSAT127611.2	http://www.noncode.org/show_rna.php?id=NONHSAT127611&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Dexamethasone	D00292	http://www.genome.jp/dbget-bin/www_bget?drug:D00292	DB01234	https://www.drugbank.ca/drugs/DB01234	41879	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41879	Dexamethasone +?FCS treatment	ASM cells	Human	down-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
RP11-37B2.1	N/A	N/A	NONHSAT127611.2	http://www.noncode.org/show_rna.php?id=NONHSAT127611&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Foetal Calf Serum (FCS)	N/A	N/A	N/A	N/A	N/A	N/A	FCS treatment	ASM cells	Human	down-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
RP11-37B2.1	N/A	N/A	NONHSAT127611.2	http://www.noncode.org/show_rna.php?id=NONHSAT127611&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-37B2.1	N/A	N/A	NONHSAT127611.2	http://www.noncode.org/show_rna.php?id=NONHSAT127611&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-395P13.3-001	N/A	N/A	N/A	N/A	Rejection of Renal Allografts	N/A	N/A	Interleukin-6	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-6 treatment	tubular epithelial cells	Human	up-regulated	26506996	https://www.ncbi.nlm.nih.gov/pubmed/?term=26506996		
RP11-399K21.10	N/A	N/A	NONHSAT014112.2	http://www.noncode.org/show_rna.php?id=NONHSAT014112&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-403A21.2	N/A	N/A	NONHSAT058680.2	http://www.noncode.org/show_rna.php?id=NONHSAT058680&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
RP11-432M8.8	N/A	N/A	N/A	N/A	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-434D8.2	N/A	N/A	N/A	N/A	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	down-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
RP11-434D9.1	N/A	N/A	NONHSAT101808.2	http://www.noncode.org/show_rna.php?id=NONHSAT101808&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	down-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
RP11-439L18.1	N/A	N/A	NONHSAT115323.2	http://www.noncode.org/show_rna.php?id=NONHSAT115323&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-439L18.3	N/A	N/A	NONHSAT115325.2	http://www.noncode.org/show_rna.php?id=NONHSAT115325&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
RP11-449J1.1	N/A	N/A	NONHSAT009826.2	http://www.noncode.org/show_rna.php?id=NONHSAT009826&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	down-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
RP11-46A10.4	N/A	N/A	NONHSAT008275.2	http://www.noncode.org/show_rna.php?id=NONHSAT008275&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Dexamethasone	D00292	http://www.genome.jp/dbget-bin/www_bget?drug:D00292	DB01234	https://www.drugbank.ca/drugs/DB01234	41879	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41879	Dexamethasone +?FCS treatment	ASM cells	Human	down-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
RP11-46A10.4	N/A	N/A	NONHSAT008275.2	http://www.noncode.org/show_rna.php?id=NONHSAT008275&version=2&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Foetal Calf Serum (FCS)	N/A	N/A	N/A	N/A	N/A	N/A	FCS treatment	ASM cells	Human	down-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
RP11-473M20.11	N/A	N/A	NONHSAT147959.2	http://www.noncode.org/show_rna.php?id=NONHSAT147959&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
RP11-499F3.2	N/A	N/A	NONHSAT047750.2	http://www.noncode.org/show_rna.php?id=NONHSAT047750&version=2&utd=1#	Lung Squamous Cell Carcinoma	211980	http://www.omim.org/entry/211980?search=Lung%20Squamous%20Cell%20Carcinoma&highlight=carcinomatous%20cell%20squamous%20lung%20carcinoma%20pulmonary%20pulmonic	Cisplatin	C06911	http://www.kegg.jp/dbget-bin/www_bget?C06911	DB00515	https://www.drugbank.ca/drugs/DB00515	27899	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=27899	Cisplatin treatment	Lung SCC patients	Human	up-regulated	25250788	https://www.ncbi.nlm.nih.gov/pubmed/?term=25250788		
RP11-527N22.1	N/A	N/A	NONHSAT254990.1	http://www.noncode.org/show_rna.php?id=NONHSAT254990&version=1&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Dexamethasone	D00292	http://www.genome.jp/dbget-bin/www_bget?drug:D00292	DB01234	https://www.drugbank.ca/drugs/DB01234	41879	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=41879	Dexamethasone +?FCS treatment	ASM cells	Human	down-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
RP11-527N22.1	N/A	N/A	NONHSAT254990.1	http://www.noncode.org/show_rna.php?id=NONHSAT254990&version=1&utd=1#	Asthma	600807	http://www.omim.org/entry/600807?search=asthma&highlight=asthma	Foetal Calf Serum (FCS)	N/A	N/A	N/A	N/A	N/A	N/A	FCS treatment	ASM cells	Human	down-regulated	24886442	https://www.ncbi.nlm.nih.gov/pubmed/?term=24886442		
RP1-152L7.5	N/A	N/A	NONHSAT113138.2	http://www.noncode.org/show_rna.php?id=NONHSAT113138&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	down-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-543H23.2	N/A	N/A	NONHSAT059756.2	http://www.noncode.org/show_rna.php?id=NONHSAT059756&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-567C2.1	N/A	N/A	NONHSAT231458.1	http://www.noncode.org/show_rna.php?id=NONHSAT231458&version=1&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-567C2.1	N/A	N/A	NONHSAT231458.1	http://www.noncode.org/show_rna.php?id=NONHSAT231458&version=1&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP11-586K12.4	N/A	N/A	NONHSAT142040.2	http://www.noncode.org/show_rna.php?id=NONHSAT142040&version=2&utd=1#	Prostate Cancer	176807	http://www.omim.org/entry/176807?search=Prostate%20Cancer&highlight=prostatic%20prostate%20cancerous%20cancer	Dihydrotestosterone (DHT)	D07456	http://www.genome.jp/dbget-bin/www_bget?drug:D07456	DB02901	https://www.drugbank.ca/drugs/DB02901	16330	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=16330	DHT treatment	LNCaP cell line	Human	down-regulated	27556357	https://www.ncbi.nlm.nih.gov/pubmed/?term=27556357		
RP11-58D2.1	N/A	N/A	N/A	N/A	Pancreatic Cancer	260350	http://www.omim.org/entry/260350?search=Pancreatic%20Cancer&highlight=pancreatic%20cancerous%20cancer%20pancreas	Gemcitabine	D02368	http://www.genome.jp/dbget-bin/www_bget?drug:D02368	DB00441	https://www.drugbank.ca/drugs/DB00441	175901	http://www.ebi.ac.uk/chebi/searchId.do?chebiId=175901	Gemcitabine treatment	SW1990 and SW1990/GZ cell lines	Human	up-regulated	25755691	https://www.ncbi.nlm.nih.gov/pubmed/?term=25755691		
RP11-673E11.2	N/A	N/A	NONHSAT024996.2	http://www.noncode.org/show_rna.php?id=NONHSAT024996&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
RP1-167G20.2	N/A	N/A	NONHSAT100603.2	http://www.noncode.org/show_rna.php?id=NONHSAT100603&version=2&utd=1#	Osteoarthritis	140600	http://www.omim.org/entry/140600?search=Osteoarthritis&highlight=osteoarthriti	Interleukin-1¦Â (IL-1¦Â)	N/A	N/A	N/A	N/A	N/A	N/A	Interleukin-1¦Â (IL-1¦Â) stimulation	patients with hip OA, knee OA and fracture of the neck of the femur without OA.	Human	up-regulated	27023358	https://www.ncbi.nlm.nih.gov/pubmed/?term=27023358		
